Name,Subtitile,Authoring country,Authorinng regional organization,All applicable countries,Topics,Subtopics,Document type,Description,Date of original publication,Date entered into force,Language,Original language title,File URL,size,type
Act on Domestic Animal Infectious Diseases Control,,JPN,,JPN,Antimicrobial resistance in agriculture,"Animal movement regulations, Approval of other animal health measures, Competent veterinary authority",Legislation,"This Act contains measures for the prevention and control of infectious diseases in animals in Japan, such as quarantine. It establishes the Minister of Agriculture, Forestry and Fisheries as the competent veterinary authority in Japan.
",,,English,昭和二十六年法律第百六十六号 家畜伝染病予防法,https://ampeid.org/static/20873fd23a4b656a38b0f9cf47c62b89/Japan_AnimalDisease..pdf,227 kB,.pdf
Act on Liability for Environmental Damage and Relief Thereof,,KOR,,KOR,"Antimicrobial resistance and water, sanitation, and hygiene",Pollutant disposal in water sources,Legislation,"This legislation aims to improve public sanitation and water quality by defining criteria for the establishment and management of sewerage systems, including permits for sewage terminal treatment facilities and water quality standards.
",2014-12-31,2014-12-31,English,Act on Liability for Environmental Damage and Relief Thereof,https://ampeid.org/static/3a91e7983159179c2f1ab65aeff8e3b3/kor167965..pdf,38.2 kB,.pdf
Act on Veterinarians (No. 464 of 2014),,DNK,,DNK,Antimicrobial resistance in agriculture,Competent veterinary authority,Legislation,"This Act establishes the Minister for Food, Agriculture and Fisheries as the competent veterinary authority in Denmark. It specifies the duties of veterinarians.
",2013-06-29,,Danish,Bekendtgørelse af lov om dyrlæger,https://ampeid.org/static/bc186ab6898af172215e6a7dff6c91e2/Denmark_VetOrder..pdf,186 kB,.pdf
Act on Water Resources Planning,,DNK,,DNK,"Antimicrobial resistance and water, sanitation, and hygiene","Pollutant disposal in water sources, Water quality monitoring, Water quality standards",Legislation,"This law creates a framework for water monitoring and protection in Denmark. 
",2013-12-26,2017-01-26,Danish,Lov om vandplanlægning,https://ampeid.org/static/23fa46a960fc02c0301b616d4f4abbbb/den129413..pdf,242 kB,.pdf
Act on amendments to the Patents Act and the Plant Breeders' Act,,NOR,,NOR,Access and benefit-sharing,Compliance,Legislation,"Legislation amending the previously existing Patents Act, elaborating on the instance of inventions of biological or genetic origins. When patenting these, the application must include details of provenance of the biologic material,  including relevant ABS regulations and evidence of compliance.
",2003-12-19,2004-02-01,Norwegian,Lov om endringer i patentloven og planteforedlerloven (gjennomføring av EUs patentdirektiv i norsk rett mv.),https://ampeid.org/static/2b4e5cf4778e776786bc4bd02ceb2690/Lov om endringer i patentloven og planteforedlerloven (gjennomføring av EUs patentdirektiv i norsk rett mv.) - Lovdata..pdf,279 kB,.pdf
Act on collective water supply and Collective Discharge of Waste Water,,POL,,POL,"Antimicrobial resistance and water, sanitation, and hygiene","Sewerage, Effluent wastewater disposal ",Legislation,"This legislation outlines the conditions of collective water supply for consumption, the functioning of sewage enterprises, and conditions to ensure the quality of water and the continuity of water supply.
",2001-06-07,2001-06-07,Polish,Ustawa o zbiorowym zaopatrzeniu w wode i zbiorowym odprowadzaniu sciekow,https://ampeid.org/static/491708a727047553e3bd933235c11e3f/pol60063..pdf,676 kB,.pdf
Act on integrated environmental pollution and prevention control and amending and supplementing certain acts,,SVK,,SVK,"Antimicrobial resistance and water, sanitation, and hygiene",Pollutant disposal in water sources,Legislation,"This Act focuses on pollution prevention and control measures, defining rights and obligations of industrial plant operators, outlining the tasks of public administration, establishing an information system, and setting technical requirements to achieve a high level of environmental protection.
",2003-06-19,2003-06-19,Slovak,Nariadenie vlády o environmentálnych normách kvality v oblasti vodnej politiky,https://ampeid.org/static/29185870d51f2c5758f3721bad764b13/slovakqual..pdf,328 kB,.pdf
Act on the Enactment of a Veterinary Medicinal Products Act and on the Adaptation of Pharmaceutical and Other Regulations,,DEU,,DEU,Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,Legislation,"This Act regulates the prescription and sale of veterinary medicinal products in Germany.
",,,German,Gesetz zum Erlass eines Tierarzneimittelgesetzse und zur Anpassung arzneimittelrechtlicher und anderer Vorschriften,https://ampeid.org/static/2616305c874fa21919f8ca3890df8381/Germany_VMP..pdf,591 kB,.pdf
Act on the Implementation of the Nagoya Protocol to the Convention on Biological Diversity,"394/2016 ",FIN,,FIN,Access and benefit-sharing,"Access to resources, Compliance, Contractual terms, Legal sanctions, Prior informed consent (PIC), Scope of legislation",Legislation,"Legislation implementing the Nagoya Protocol into Finnish Law.
",2016-05-20,2016-05-20,English,Act on the Implementation of the Nagoya Protocol to the Convention on Biological Diversity,https://ampeid.org/static/3554cc2caa4c58184bc43456cb58bab4/Finland_NagoyaImplementationAct_2016..pdf,75.8 kB,.pdf
Act on the Implementation of the Nagoya Protocol to the Convention on Biological Diversity,"394/2016 ",FIN,,FIN,Access and benefit-sharing,"Access to resources, Compliance, Contractual terms, Legal sanctions, Prior informed consent (PIC), Scope of legislation",Legislation,"Legislation implementing the Nagoya Protocol into Finnish Law.
",2016-05-20,2016-05-20,Finnish,Laki biologista monimuotoisuutta koskevaan yleissopimukseen liittyvän Nagoyan pöytäkirjan täytäntöönpanosta,https://ampeid.org/static/db5773360c3a6407009f1a66d4b00488/Laki biologista monimuotoisuutta koskevaan… 394_2016 - Säädökset alkuperäisinä - FINLEX ®..pdf,183 kB,.pdf
Act on the Implementation of the Nagoya Protocol to the Convention on Biological Diversity,"394/2016 ",FIN,,FIN,Access and benefit-sharing,"Access to resources, Compliance, Contractual terms, Legal sanctions, Prior informed consent (PIC), Scope of legislation",Legislation,"Legislation implementing the Nagoya Protocol into Finnish Law.
",2016-05-20,2016-05-20,Swedish,Lag om genomförande av Nagoyaprotokollet till konventionen om biologisk mångfald,https://ampeid.org/static/aaf9b428421b4343c72deb50fd8c8357/Lag om genomförande av Nagoyaprotokollet till… 394_2016 - Ursprungliga författningar - FINLEX ®..pdf,188 kB,.pdf
Act on the Management of Nature's Diversity (The Natural Diversity Act),,NOR,,NOR,Access and benefit-sharing,"Scope of legislation, Prior informed consent (PIC), Benefit-sharing, Access to resources, Compliance, Legal sanctions",Legislation,"This Act contains provisions detailing access and benefit-sharing in Norway. It explains the duties and obligations for exporting genetic resources accessed in norway, as well as  genetic resources imported from abroad.
",2006-06-19,2007-07-01,Norwegian,Lov om forvaltning av naturens mangfold (naturmangfoldloven),https://ampeid.org/static/610fa2c74c6bf545e17e6c32d94f4839/Lov om forvaltning av naturens mangfold (naturmangfoldloven) - Lovdata..pdf,826 kB,.pdf
Act on the Medical Treatment of Animals,(No. 387 of 2014),FIN,,FIN,Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,Legislation,"This Act regulates the prescription, sale and use of veterinary medical products in Finland.
",,,Finnish,Laki eläinten lääkitsemisestä,https://ampeid.org/static/f07423b436367ef89c2313b419d23cf9/Finland_VMP..pdf,387 kB,.pdf
Act on the Prevention of Contagious Animal Diseases,,KOR,,KOR,Antimicrobial resistance in agriculture,"Approval of other animal health measures, Animal movement regulations, Competent veterinary authority",Legislation,"This Act contains measures for the prevention and control of communicable diseases in animals in the Republic of Korea, such as quarantine and restriction of movement. The Minister for Food, Agriculture, Forestry and Fisheries has authority over these decisions.
",,,English,Act on the Prevention of Contagious Animal Diseases,https://ampeid.org/static/055c8fd98a91bbe8086bfdeb441d88c9/SouthKorea_AnimalDisease..pdf,106 kB,.pdf
Act on the control of animal diseases,,LIE,,LIE,Antimicrobial resistance in agriculture,"Competent veterinary authority, Animal movement regulations, Approval of other animal health measures",Legislation,"This Act establishes the Food Control and Veterinary Office, which is the competent veterinary authority in Liechtenstein. It also contains measures for the prevention and control of communicable diseases in animals.
",,,German,Gesetz vom 20. Oktober 1966 über die Bekämpfung von Tierseuchen,https://ampeid.org/static/9f2c794489db3c99fbeeb4cbc95e0391/Liechtenstein_VetAuthority..pdf,77.2 kB,.pdf
Act on veterinarian profession and veterinary chambers,,POL,,POL,Antimicrobial resistance in agriculture,"Competent veterinary authority, Qualifications for prescribing veterinary medical products, Prescription and sale of veterinary medical products",Legislation,"This Act establishes the National Veterinary Chamber of Poland, and regulates the veterinary profession in Poland. It also regulates the prescription and use of veterinary medical products in Poland.
",,,Polish,Ustawa o zawodzie lekarza weterynarii i izbach lekarsko-weterynaryjnych,https://ampeid.org/static/73869759e58ccbbcb94a7e2027270dc7/Poland_VetChamber..pdf,643 kB,.pdf
Act on veterinary care,,SVK,,SVK,Antimicrobial resistance in agriculture,"Animal movement regulations, Approval of other animal health measures, Competent veterinary authority",Legislation,"This Act establishes the Ministry of Agriculture and Rural Development of the Slovak Republic and the State Veterinary and Food Administration of the Slovak Republic as the competent veterinary authority. It also contains measures for the prevention and control of communicable diseases in animals in Slovakia, such as quarantine.
",,,Slovak,Zakon o veterinarnej starostlivosti,https://ampeid.org/static/f63d4b8452c5c72923956351ebd2d988/Slovakia_VetAuthority..pdf,1.43 MB,.pdf
Act on water supply and sewerage systems,,CZE,,CZE,"Antimicrobial resistance and water, sanitation, and hygiene",Sewerage,Legislation,"This act requires that the government provide sewage systems and a water supply in the public interest. It includes provisions on the construction, operations and management of these systems. 
",2001-07-10,2018-01-01,Czech,Zákon o vodovodech a kanalizacích,https://ampeid.org/static/1222116351b6f0b9b8400bc7aa6cecea/cze183149..pdf,723 kB,.pdf
Administrative Measures for Veterinary Practitioners and Rural Veterinarians,,CHN,,CHN,Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,Other,"These Measures regulate the veterinary profession in China. They specify the qualifications required to practice veterinary medicine in China.
",,,Chinese (Simplified),执业兽医和乡村兽医管理办法。,https://ampeid.org/static/1c16a568f3ae935ac2dd1e54980d6d3b/China_Veterinarian..pdf,484 kB,.pdf
Administrative Order No. 07 Series of 2019 on Veterinary Quarantine Movement Protocol During Animal Disease Outbreaks/Emergencies,,PHL,,PHL,Antimicrobial resistance in agriculture,"Approval of other animal health measures, Animal movement regulations, Competent veterinary authority",Other,"This Order contains measures for the prevention and control of communicable diseases in animals in the Philippines, such as quarantine and restriction of movement.
",,,English,Administrative Order No. 07 Series of 2019 on Veterinary Quarantine Movement Protocol During Animal Disease Outbreaks/Emergencies,https://ampeid.org/static/2b25f26e2c5b400284f32d4c6f3fa821/Philippines_VetQuarantine..pdf,2.11 MB,.pdf
Administrative Order No. 39 (Dept. Agriculture) and No. 111-B (Dept. Health) of 1991 on Rules and Regulations to Implement Prescribing requirements for the Veterinary Drugs and Products,,PHL,,PHL,Antimicrobial resistance in agriculture,"Qualifications for prescribing veterinary medical products, Prescription and sale of veterinary medical products, Medicated feed",Other,"This Order contains regulations on the prescription of veterinary medical products in the Philippines. It also regulates the veterinary profession in the Philippines.
",,,English,Administrative Order No. 39 (Dept. Agriculture) and No. 111-B (Dept. Health) of 1991 on Rules and Regulations to Implement Prescribing requirements for the Veterinary Drugs and Products,https://ampeid.org/static/a3442e1ce1417414547fda1b196c077d/Philippines_VMP..pdf,202 kB,.pdf
Administrative Ruling No. INSAI 023/2016,"Regulates the procedure and establishes the requirements for the granting of registrations of products for livestock, agricultural, vegetable, domestic, public health and industrial use",VEN,,VEN,Antimicrobial resistance in agriculture,Prophylactic use of antimicrobials,Regulation,"This document restricts the use of antiseptics, disinfectants, and other antimicrobials in livestock and any other farmed animal. 
",2016-08-24,2016-09-05,Spanish,"Providencia Administrativa N° INSAI 023/2016 - Regula el procedimiento y establece los requisitos para el otorgamiento de los registros de productos de uso pecuario, agrícola vegetal, doméstico, salud pública e industrial",https://ampeid.org/static/68a74e5b49f8681b7632700a0fd3d2aa/ven192672..pdf,328 kB,.pdf
