Treaty,Country,Status,Signed,Ratified,Entered into force,"Reservations, understandings, and declarations","Reservations, understandings, and declarations text"
Paris Agreement,MRT,Party,2016-04-22,2017-02-27,2017-03-29,,
Paris Agreement,MUS,Party,2016-04-22,2016-04-22,2016-11-04,,
Paris Agreement,MEX,Party,2016-04-22,2016-09-21,2016-11-04,Understanding / Declaration,"Interpretative declaration:
       … in accordance with their national legal framework, and in consideration of the best and most up-to-date scientific information available and incorporated by the Intergovernmental Panel on Climate Change, the United Mexican States understands greenhouse gas emissions to mean the release into the atmosphere of greenhouse gases and/or their precursors and aerosols into the atmosphere, including, where applicable, greenhouse compounds, within a specific area and during a specific period of time."
Paris Agreement,FSM,Party,2016-04-22,2016-09-15,2016-11-04,Understanding / Declaration,"Declaration:
       “The Government of the Federated States of Micronesia declares its understanding that its ratification of the Paris Agreement does not constitute a renunciation of any rights of the Government of the Federated States of Micronesia under international law concerning State responsibility for the adverse effects of climate change, and that no provision in the Paris Agreement can be interpreted as derogating from principles of general international law or any claims or rights concerning compensation and liability due to the adverse effects of climate change; and
       The Government of the Federated States of Micronesia further declares that, in light of the best available scientific information and assessments on climate change and its impacts, it considers the emission reduction obligations in the Paris Agreement to be inadequate to prevent a global temperature increase above 1.5 degrees Celsius relative to pre-industrial levels, and as a consequence, such emissions will have severe implications for the national interests of the Government of the Federated States of Micronesia.”"
Paris Agreement,MCO,Party,2016-04-22,2016-10-24,2016-11-23,,
Paris Agreement,MNG,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,MNE,Party,2016-04-22,2017-12-20,2018-01-19,,
Paris Agreement,MAR,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,MOZ,Party,2016-04-22,2018-06-04,2018-07-04,,
Paris Agreement,MMR,Party,2016-04-22,2017-09-19,2017-10-19,,
Paris Agreement,NAM,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,NRU,Party,2016-04-22,2016-04-22,2016-11-04,Understanding / Declaration,"Declaration:
       “… the Government, of Nauru declares its understanding that the ratification of the Agreement shall in no way constitute a renunciation of any rights under international law concerning State responsibility [for] the adverse effects of climate change.
       FURTHER, the Government of Nauru declares that no provisions in the Agreement can be interpreted as derogating from the principles of general international law.
       AND FURTHER, the Government of Nauru declares its understanding that Article 8 and decision 1/CP.21, paragraph 51 in no way limits the ability of Parties to UNFCCC or the Agreement to raise, discuss, or address any present or future concerns regarding the issues of liability and compensation.
       The Republic of Nauru put forth its concern intended to recognize and acknowledge its national interest...”"
Paris Agreement,NPL,Party,2016-04-22,2016-10-05,2016-11-04,,
Paris Agreement,NLD,Party,2016-04-22,2017-07-28,2017-08-27,Understanding / Declaration,"Declaration:
       “The Kingdom of the Netherlands, for the European part of the Netherlands, declares in accordance with Article 14, paragraph 2, of the United Nations Framework Convention on Climate Change in conjunction with Article 24 of the Paris Agreement, that it accepts both means of dispute settlement referred to in that paragraph as compulsory in relation to any Party accepting one or both means of dispute settlement.”"
Paris Agreement,NCL,Non-party,,,,,
Paris Agreement,NZL,Party,2016-04-22,2016-10-04,2016-11-04,,
Paris Agreement,NIC,Party,,2017-10-23,2017-11-22,,
Paris Agreement,NER,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,NGA,Party,2016-09-22,2017-05-16,2017-06-15,,
Paris Agreement,NIU,Party,2016-10-28,2016-10-28,2016-11-27,Understanding / Declaration,"Declaration:
       “The Government of Niue declares its understanding that acceptance of the Paris Agreement and its application shall in no way constitute a renunciation of any rights under international law concerning State responsibility for the adverse effects of climate change and that no provision in the Paris Agreement can be interpreted as derogating from principles of general international law or any claims or rights concerning compensation due to the impacts of climate change.
       The Government of Niue further declares that, in light of the best available scientific information and assessment on climate change and its impacts, it considers the emissions reduction obligations in the aforesaid Paris Agreement to be inadequate to prevent a global temperature stabilisation level at or above 1.5 degrees Celsius relative to pre-industrial levels and as a consequence, such emissions will have severe implications for our national interests.”"
Paris Agreement,PRK,Party,2016-04-22,2016-08-01,2016-11-04,,
Paris Agreement,MKD,Party,2016-04-22,2018-01-09,2018-02-08,,
Paris Agreement,NOR,Party,2016-04-22,2016-06-20,2016-11-04,,
Paris Agreement,OMN,Party,2016-04-22,2019-05-22,2019-06-21,,
Paris Agreement,PAK,Party,2016-04-22,2016-11-10,2016-12-10,,
Paris Agreement,PLW,Party,2016-04-22,2016-04-22,2016-11-04,,
Paris Agreement,PSE,Party,2016-04-22,2016-04-22,2016-11-04,,
Paris Agreement,PAN,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,PNG,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,PRY,Party,2016-04-22,2016-10-14,2016-11-13,,
Paris Agreement,PER,Party,2016-04-22,2016-07-25,2016-11-04,,
Paris Agreement,PHL,Party,2016-04-22,2017-03-23,2017-04-22,Understanding / Declaration,"Declaration:
       “THAT it is the understanding of the Government of the Republic of the Philippines that its accession to and the implementation of the Paris Agreement shall in no way constitute a renunciation of rights under any local and international laws or treaties, including those concerning State responsibility for loss and damage associated with the adverse effects of climate change;
       THAT, the accession to and implementation of the Paris Agreement by the Republic of the Philippines is for the purpose of supporting the country's national development objectives and priorities such as sustainable industrial development, the eradication of poverty and provision of basic needs, and securing social and climate justice and energy security for all its citizens.”"
Paris Agreement,POL,Party,2016-04-22,2016-10-07,2016-11-06,Understanding / Declaration,"Declaration made upon signature and confirmed upon ratification:
       “The Government of the Republic of Poland recognizes that under Article 9 paragraph 1 of the Paris Agreement developed country Parties shall provide financial resources to assist developing country Parties with respect to both mitigation and adaptation in continuation of their existing obligations under the Convention. In this context the Government of the Republic of Poland notes that Poland is a Party to the United Nations Framework Convention on Climate Change not included in Annex II.”"
Paris Agreement,PRT,Party,2016-04-22,2016-10-05,2016-11-04,,
Paris Agreement,PRI,Non-party,,,,,
Paris Agreement,QAT,Party,2016-04-22,2017-06-23,2017-07-23,,
Paris Agreement,MDA,Party,2016-09-21,2017-06-20,2017-07-20,,
Paris Agreement,COG,Party,2016-04-22,2017-04-21,2017-05-21,,
Paris Agreement,ROU,Party,2016-04-22,2017-06-01,2017-07-01,,
Paris Agreement,RUS,Party,2016-04-22,2019-10-07,2019-11-06,Understanding / Declaration,"Declaration:
       1. The Russian Federation recognizes that, in accordance with paragraph 1 of Article 9 of the Agreement, developed country Parties shall provide financial resources to assist developing country Parties with respect to both mitigation of climate change and adaptation to it in continuation of their existing obligations under the United Nations Framework Convention on Climate Change of 9 May 1992 (hereinafter referred to as “the Convention”). In this context, the Russian Federation notes that as a Party to the Convention the Russian Federation is not included in Annex II to the Convention.
       2. The Russian Federation proceeds from the importance of conservation and enhancement of absorbing capacity of forests and other ecosystems, as well as from the necessity of the maximum possible account of this capacity including in the implementation of the Agreement’s mechanisms.
       3. The Russian Federation considers unacceptable the use of the Agreement and its mechanisms as tools to create barriers to sustainable social and economic development of the Parties to the Convention."
Paris Agreement,RWA,Party,2016-04-22,2016-10-06,2016-11-05,,
Paris Agreement,KNA,Party,2016-04-22,2016-04-22,2016-11-04,,
Paris Agreement,LCA,Party,2016-04-22,2016-04-22,2016-11-04,,
Paris Agreement,VCT,Party,2016-04-22,2016-06-29,2016-11-04,,
Paris Agreement,WSM,Party,2016-04-22,2016-04-22,2016-11-04,,
Paris Agreement,SMR,Party,2016-04-22,2018-09-26,2018-10-26,,
Paris Agreement,STP,Party,2016-04-22,2016-11-02,2016-12-02,,
Paris Agreement,SAU,Party,2016-11-03,2016-11-03,2016-12-03,,
Paris Agreement,SEN,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,SRB,Party,2016-04-22,2017-07-25,2017-08-24,,
Paris Agreement,SYC,Party,2016-04-25,2016-04-29,2016-11-04,,
Paris Agreement,SLE,Party,2016-09-22,2016-11-01,2016-12-01,,
Paris Agreement,SGP,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,SVK,Party,2016-04-22,2016-10-05,2016-11-04,,
Paris Agreement,SVN,Party,2016-04-22,2016-12-16,2017-01-15,,
Paris Agreement,SLB,Party,2016-04-22,2016-09-21,2016-11-04,Understanding / Declaration,"Declaration:
       “… the Government of Solomon Islands declares its understanding that acceptance of the aforesaid Paris Agreement shall in no way constitute a renunciation of any rights under international law concerning State responsibility for the adverse effects of climate change;
       FURTHER, that the Government of Solomon Islands declares that no provision in this Paris Agreement can be interpreted as derogating from principles of general international law or any claims or rights concerning compensation due to impacts of climate change;
       AND that the Government of Solomon Islands declares that the low ambition of the Paris Agreement and its adequacy to stabilize global temperature to safe level of below 1.5 degree Celsius, such emissions will have severe impacts and undermining our sustainable development efforts…”"
Paris Agreement,SOM,Party,2016-04-22,2016-04-22,2016-11-04,,
Paris Agreement,ZAF,Party,2016-04-22,2016-11-01,2016-12-01,,
Paris Agreement,KOR,Party,2016-04-22,2016-11-03,2016-12-03,,
Paris Agreement,SSD,Party,2016-04-22,2021-02-23,2021-03-25,,
Paris Agreement,ESP,Party,2016-04-22,2017-01-12,2017-02-11,Understanding / Declaration,"Declaration:
       In the case where this Agreement is ratified by the United Kingdom and its application extended to the territory of Gibraltar, Spain wishes to make the following declaration:
       1. Gibraltar is a non-autonomous territory whose international relations come under the responsibility of the United Kingdom and which is subject to a decolonisation process in accordance with the relevant decisions and resolutions of the General Assembly of the United Nations.
       2. The authorities of Gibraltar have a local character and exercise exclusively internal competences which have their origin and their foundation in the distribution and attribution of competences performed by the United Kingdom in compliance with its internal legislation, in its capacity as sovereign State on which the mentioned non-autonomous territory depends.
       3. As a result, the eventual participation of authorities of Gibraltar in the application of this Agreement will be understood as carried out exclusively as part of the internal competences of Gibraltar and cannot be considered to modify in any way what was established in the two previous paragraphs.
       4. The application of this Agreement to Gibraltar cannot be interpreted as an recognition of any rights or situations regarding areas not covered by article 10 of the Treaty of Utrecht of 13 July 1713, concluded between the Crowns of Spain and of the United Kingdom."
Paris Agreement,LKA,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,SDN,Party,2016-04-22,2017-08-02,2017-09-01,,
Paris Agreement,SUR,Party,2016-04-22,2019-02-13,2019-03-15,,
Paris Agreement,SWE,Party,2016-04-22,2016-10-13,2016-11-12,,
Paris Agreement,CHE,Party,2016-04-22,2017-10-06,2017-11-05,,
Paris Agreement,SYR,Party,,2017-11-13,2017-12-13,,
Paris Agreement,TJK,Party,2016-04-22,2017-03-22,2017-04-21,,
Paris Agreement,THA,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,TLS,Party,2016-04-22,2017-08-16,2017-09-15,,
Paris Agreement,TGO,Party,2016-09-19,2017-06-28,2017-07-28,,
Paris Agreement,TKL,Non-party,,,,,
Paris Agreement,TON,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,TTO,Party,2016-04-22,2018-02-22,2018-03-24,,
Paris Agreement,TUN,Party,2016-04-22,2017-02-10,2017-03-12,,
Paris Agreement,TUR,Party,2016-04-22,2021-10-11,2021-11-10,Understanding / Declaration,"Declaration made upon ratification:
       The Republic of Turkey, on the basis of “equity, common but differentiated responsibilities and respective capabilities” as clearly and accurately recognized under the United Nations Framework Convention on Climate Change of 9 May 1992 and the Paris Agreement, and by recalling decisions 26/CP.7, 1/CP.16, 2/CP.17, 1/CP.18 and 21/CP.20 adopted by the Conference of the Parties to the Convention, declares that Turkey will implement the Paris Agreement as a developing country and in the scope of her nationally determined contribution statements, provided that the Agreement and its mechanisms do not prejudice her right to economic and social development."
Paris Agreement,TKM,Party,2016-09-23,2016-10-20,2016-11-19,,
Paris Agreement,TUV,Party,2016-04-22,2016-04-22,2016-11-04,Understanding / Declaration,"Declaration:
       “The Government of Tuvalu hereby notifies that it will apply the Paris Agreement provisionally as provided for in paragraph 4 of Decision 1/CP.21.
       […]
       The Government of Tuvalu further declares its understanding that acceptance of the aforesaid Paris Agreement and its provisional application shall in no way constitute a renunciation of any rights under international law concerning State responsibility for the adverse effects of climate change and that no provision in the Paris Agreement can be interpreted as derogating from principles of general international law or any claims or rights concerning compensation due to the impacts of climate change.
       The Government of Tuvalu further declares that, in light of the best available scientific information and assessment on climate change and its impacts, it considers the emissions reduction obligations in the aforesaid Paris Agreement to be inadequate to prevent a global temperature stabilisation level at or above 1.5 degrees Celsius relative to pre-industrial levels and as a consequence, such emissions will have severe implications for our national interests.”"
Paris Agreement,UGA,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,UKR,Party,2016-04-22,2016-09-19,2016-11-04,,
Paris Agreement,ARE,Party,2016-04-22,2016-09-21,2016-11-04,,
Paris Agreement,GBR,Party,2016-04-22,2016-11-18,2016-12-18,,
Paris Agreement,TZA,Party,2016-04-22,2018-05-18,2018-06-17,,
Paris Agreement,USA,Party,2016-04-22,2021-01-20,2021-02-19,,
Paris Agreement,URY,Party,2016-04-22,2016-10-19,2016-11-18,,
Paris Agreement,UZB,Party,2017-04-19,2018-11-09,2018-12-09,,
Paris Agreement,VUT,Party,2016-04-22,2016-09-21,2016-11-04,Understanding / Declaration,"Declaration:
       “WHEREAS the Government of the Republic of Vanuatu declares its understanding that ratification of the Paris Agreement shall in no way constitute a renunciation of any rights under any other laws, including international law, and the communication depositing the Republic’s instrument of ratification shall include a declaration to this effect for international record;
       FURTHERMORE, that the Government of the Republic of Vanuatu declares that, in light of best scientific information and assessment on climate change and its impacts, it considers the emission reduction obligations in Article 3 of the Kyoto Protocol, the Doha Amendment and the aforesaid Paris Agreement to be inadequate to prevent global temperature increase of 1.5 degrees Celsius above pre-Industrial levels and as a consequence, will have severe implications for our national interests...”"
Paris Agreement,VAT,Party,,2022-09-04,2022-10-04,Understanding / Declaration,"       “By acceding to the Paris Agreement under the United Nations Framework Convention on Climate Change in the name and on behalf of Vatican City State, the Holy See intends to contribute to the efforts of all States to work together in solidarity, in accordance with their common but differentiated responsibilities and respective capabilities, in an effective response to the challenges posed by climate change to humankind and to our common home.
       In light of the territorial nature of the obligations set forth in the Paris Agreement, the Holy See declares, for the avoidance of doubt, that in acceding to the Agreement only in the name and on behalf of Vatican City State it commits itself to apply its provisions exclusively within the Territory of the Vatican City State, as circumscribed by the Leonine Walls.
       The Holy See, in conformity with its particular mission, reiterates, on behalf of Vatican City State, its position regarding the term ‘gender’ used in the Preamble (PP11) and articles 7.5 and 11.2 of the Paris Agreement. The Holy See underlines that any reference to ‘gender’ and related terms in any document that has been or that will be adopted by the Conference of State Parties or by its subsidiary bodies is to be understood as grounded on the biological sexual identity that is male and female.
       The Holy See upholds and promotes a holistic and integrated approach that is firmly centered on the human dignity and integral development of every person.”"
Paris Agreement,VEN,Party,2016-04-22,2017-07-21,2017-08-20,,
Paris Agreement,VNM,Party,2016-04-22,2016-11-03,2016-12-03,,
Paris Agreement,YEM,Signatory,2016-09-23,,,,
Paris Agreement,ZMB,Party,2016-09-20,2016-12-09,2017-01-08,,
Paris Agreement,ZWE,Party,2016-04-22,2017-08-07,2017-09-06,,
Geneva Protocol,AFG,Party,,1986-09-02,1986-09-02,,
Geneva Protocol,ALB,Party,,1989-12-12,1989-12-12,,
Geneva Protocol,DZA,Party,,1992-01-14,1992-01-14,Reservation,"L’Algérie a notifié par note verbale du 8 janvier 1992 les réserves suivantes : « le gouvernement algérien ne sera lié par le protocole qu’à l’égard des Etats qui l’ont ratifié ou qui y ont adhéré et qu’il cessera d’être lié par ledit protocole à l’égard de tout Etat dont les forces armées ou les forces armées de ses alliés ne respecteraient pas les dispositions du protocole ».

"
Geneva Protocol,AND,Non-party,,,,,
Geneva Protocol,AGO,Party,,1990-10-30,1990-10-30,Reservation,"L’Angola a adhéré le 2 mars 1990 sous réserve que « en adhérant au protocole du 17 juin 1925, la République populaire d’Angola déclare que celui-ci ne lie que les Etats qui le signent et le ratifient ou y adhérent définitivement. » Elle « déclare que celui-ci cesserait d’être obligatoire vis-à-vis de tout Etat ennemi dont les forces armées ou alliées de droit ou de fait ne respecteraient pas les prohibitions qui font l’objet dudit protocole ».

"
Geneva Protocol,ATG,Party,,1989-02-01,1989-02-01,,
Geneva Protocol,ARG,Party,,1969-05-08,1969-05-08,,
Geneva Protocol,ARM,Party,,2018-03-13,2018-03-13,,
Geneva Protocol,AUS,Party,,1930-01-22,1930-01-22,Withdrew reservation,"L'Australie a, par communication du 25 novembre 1986, levé la réserve qu'elle avait formulée le 24 mai
1930 (notifiée par le gouvernement français en date du 9 décembre 1986)."
Geneva Protocol,AUT,Party,1925-06-17,1928-05-09,1928-05-09,,
Geneva Protocol,AZE,Non-party,,,,,
Geneva Protocol,BHS,Non-party,,,,,
Geneva Protocol,BHR,Party,,1988-11-09,1988-11-09,Reservation,L’Etat de Bahrein a adhéré le 20 octobre 1988 sous réserve que « le gouvernement de Bahreïn ne sera lié par le protocole qu’à l’égard des Etats qui l’ont ratifié ou qui y ont adhéré et qu’il cessera d’être lié par ledit protocole à l’égard de tout Etat dont les forces armées ou les forces armées de ses alliés ne respecteraient pas les dispositions du protocole ». Sous réserve également que « l’accession par l’Etat de Bahreïn au protocole signé le 17 juin 1925 ne constitue pas reconnaissance de l’Etat d’Israël et ne doive pas être la source de l’établissement de quelques relations que ce soit ».
Geneva Protocol,BGD,Party,,1989-05-20,1989-05-20,Reservation,Le Bangladesh a adhéré le 6 janvier 1989 sous réserve que « le gouvernement bangladeshi ne sera lié par le protocole qu’à l’égard des Etats qui l’ont ratifié ou qui y ont adhéré et qu’il cessera d’être lié par ledit protocole à l’égard de tout Etat dont les forces armées ou les forces armées de ses alliés ne respecteraient pas les dispositions du protocole ».
Geneva Protocol,BRB,Party,,1976-07-16,1976-07-16,Withdrew reservation,A retiré la réserve faite par le Royaume-Uni le 9 avril 1930 (communication du 22 juin 1976).
Geneva Protocol,BLR,Non-party,,,,,
Geneva Protocol,BEL,Party,1925-06-17,1928-12-04,1928-12-04,Withdrew reservation,"La Belgique a, par communication du 17 février 1997, retiré les réserves faites lors de sa ratification (notification par le gouvernement français sur instruction du 27 février 1997)."
Geneva Protocol,BLZ,Non-party,,,,,
Geneva Protocol,BEN,Party,,1986-12-04,1986-12-04,,
Geneva Protocol,BTN,Party,,1978-06-12,1978-06-12,,
Geneva Protocol,BOL,Party,,1985-01-14,1985-01-14,,
Geneva Protocol,BIH,Non-party,,,,,
Geneva Protocol,BWA,Non-party,,,,,
Geneva Protocol,BRA,Party,1925-06-17,1970-08-28,1970-08-28,,
Geneva Protocol,BRN,Non-party,,,,,
Geneva Protocol,BGR,Party,1925-06-17,1934-03-07,1934-03-07,Withdrew reservation,La Bulgarie a levé la réserve qu'elle avait formulée lors de sa ratification du protocole le 7 mars 1934 (communication du gouvernement bulgare du 2 octobre 1991 notifiée par le gouvernement français en date du 15 octobre 1991).
Geneva Protocol,BFA,Party,,1971-03-01,1971-03-01,,
Geneva Protocol,BDI,Non-party,,,,,
Geneva Protocol,KHM,Party,,1983-03-15,1983-03-15,Understanding / Declaration,"Par note verbale du 30 septembre 1993, le ministère des Affaires étrangères et de la Coopération internationale du Cambodge a indiqué que le gouvernement royal du Cambodge s'estime lié par le protocole du 17 juin 1925 auquel le gouvernement de coalition du Cambodge démocratique avait adhéré le 15 mars 1983. Cette adhésion de 1983 avait été considérée comme sans effet légal par l’Australie, la Bulgarie, Cuba, l'Ethiopie, la France, la Hongrie, l’île Maurice, la Mongolie, la Pologne, la RDA, la Tchécoslovaquie, l'URSS, le Vietnam."
Geneva Protocol,CMR,Party,,1989-04-21,1989-04-21,,
Geneva Protocol,CAN,Party,1925-06-17,1930-05-06,1930-05-06,Withdrew reservation,"Understanding / Declaration	Par note verbale du 30 septembre 1993, le ministère des Affaires étrangères et de la Coopération internationale du Cambodge a indiqué que le gouvernement royal du Cambodge s'estime lié par le protocole du 17 juin 1925 auquel le gouvernement de coalition du Cambodge démocratique avait adhéré le 15 mars 1983. Cette adhésion de 1983 avait été considérée comme sans effet légal par l’Australie, la Bulgarie, Cuba, l'Ethiopie, la France, la Hongrie, l’île Maurice, la Mongolie, la Pologne, la RDA, la Tchécoslovaquie, l'URSS, le Vietnam."
Geneva Protocol,CPV,Party,,1991-05-20,1991-05-20,,
Geneva Protocol,CAF,Party,,1970-07-30,1970-07-30,,
Geneva Protocol,TCD,Non-party,,,,,
Geneva Protocol,CHL,Party,1925-06-17,1935-07-02,1935-07-02,Withdrew reservation,"Par communication en date du 11 septembre 1991, le Chili a levé la réserve qu'il avait formulée lors de sa ratification du protocole (notification par le gouvernement français en date du 15 octobre 1991)."
Geneva Protocol,CHN,Party,,1929-08-07,1929-08-07,Understanding / Declaration,"La République populaire de Chine a adhéré au Protocole par déclaration de succession, le 13 juillet 1952.  

China made the following statement on succession in 1952: ""The Central Peoples Government considers that the said Protocol is conducive to the strengthening of international peace and security and is in conformity with humanitarian principles and therefore has decided to recognize the accession to the protocol. The Central People Government shall undertake to implement strictly the provisions of the Protocol provided that all other contracting and acceding powers observe them reciprocally."""
Geneva Protocol,HKG,Non-party,,,,,
Geneva Protocol,MAC,Non-party,,,,,
Geneva Protocol,TWN,Non-party,,,,,
Geneva Protocol,COL,Party,,2015-11-24,2015-11-24,,
Geneva Protocol,COM,Non-party,,,,,
Geneva Protocol,COK,Non-party,,,,,
Geneva Protocol,CRI,Party,,2009-06-17,2009-06-17,,
Geneva Protocol,CIV,Party,,1970-07-27,1970-07-27,,
Geneva Protocol,HRV,Party,,2006-09-25,2006-09-25,,
Geneva Protocol,CUB,Party,,1966-05-24,1966-05-24,,
Geneva Protocol,CUW,Non-party,,,,,
Geneva Protocol,CYP,Party,,1966-11-29,1966-11-29,,
Geneva Protocol,CZE,Party,,1993-09-19,1993-09-19,Withdrew reservation,La République fédérative tchèque et slovaque a levé la réserve qu'elle avait formulée lors de sa ratification du protocole de Genève le 16 août 1938 (communication du gouvernement de la République fédérative tchèque et slovaque du 25 septembre 1990 notifiée par le gouvernement français en date du 8 novembre 1990).
Geneva Protocol,COD,Non-party,,,,,
Geneva Protocol,DNK,Party,1925-06-17,1930-05-05,1930-05-05,,
Geneva Protocol,DJI,Non-party,,,,,
Geneva Protocol,DMA,Non-party,,,,,
Geneva Protocol,DOM,Party,,1970-12-04,1970-12-04,,
Geneva Protocol,ECU,Party,,1970-09-10,1970-09-10,,
Geneva Protocol,EGY,Party,1925-06-17,1928-12-06,1928-12-06,,
Geneva Protocol,SLV,Party,1925-06-17,2010-01-12,2010-01-12,,
Geneva Protocol,GNQ,Party,,1989-05-16,1989-05-16,,
Geneva Protocol,ERI,Non-party,,,,,
Geneva Protocol,EST,Party,1925-06-17,1931-08-28,1931-08-28,Withdrew reservation,"Par communication reçue par l’Ambassade de France à Talinn le 28 mai 1999, l’Estonie a retiré les réserves qu’elles avait faites lors de sa ratification (notification par le gouvernement français en date du 29 juillet 1999)."
Geneva Protocol,SWZ,Party,,1991-07-10,1991-07-10,,
Geneva Protocol,ETH,Party,1925-06-17,1935-10-07,1935-10-07,,
Geneva Protocol,,Non-party,,,,,
Geneva Protocol,FJI,Party,,1973-03-21,1973-03-21,Reservation,"Par déclaration de succession en date du 26 janvier 1973, les Iles Fidji émettent la réserve suivante que « ledit protocole n’oblige le gouvernement de Fidji que vis-à-vis des Etats qui l’ont à la fois signé et ratifié ou qui y auront adhéré définitivement. Ledit protocole cessera d’être obligatoire pour le gouvernement de Fidji à l’égard de toute puissance ennemie dont les forces armées ou dont les forces armées alliées ne respecteraient pas les interdictions qui font l’objet de ce protocole »."
Geneva Protocol,FIN,Party,1925-06-17,1929-06-26,1929-06-26,,
Geneva Protocol,FRA,Party,1925-06-17,1926-05-10,1926-05-10,Withdrew reservation,"Par déclaration du 25 novembre 1996, la France a, retiré ses réserves (notification par le gouvernement français sur instruction du 12 décembre 1996)."
Geneva Protocol,GAB,Non-party,,,,,
Geneva Protocol,GMB,Party,,1966-11-05,1966-11-05,,
Geneva Protocol,GEO,Non-party,,,,,
Geneva Protocol,DEU,Party,1925-06-17,1929-04-25,1929-04-25,,
Geneva Protocol,GHA,Party,,1967-05-02,1967-05-02,,
Geneva Protocol,GRC,Party,1925-06-17,1931-05-30,1931-05-30,,
Geneva Protocol,GRD,Party,,1989-01-03,1989-01-03,,
Geneva Protocol,GTM,Party,,1983-05-03,1983-05-03,,
Geneva Protocol,GIN,Non-party,,,,,
Geneva Protocol,GNB,Party,,1989-05-20,1989-05-20,,
Geneva Protocol,GUY,Non-party,,,,,
Geneva Protocol,HTI,Non-party,,,,,
Geneva Protocol,HND,Non-party,,,,,
Geneva Protocol,HUN,Party,1925-06-17,1952-10-11,1952-10-11,,
Geneva Protocol,ISL,Party,,1966-12-19,1966-12-19,,
Geneva Protocol,IND,Party,1925-06-17,1930-04-09,1930-04-09,Reservation,L’Inde a ratifié ce protocole le 13 juin 1929 sous réserve que « ledit protocole n’oblige Sa Majesté Britannique que vis-à-vis des Etats qui l’ont signé et ratifié ou qui y ont adhéré définitivement. » Sous réserve que «ledit protocole cessera d’être obligatoire pour Sa Majesté Britannique à l’égard de toute puissance ennemie dont les forces armées ou dont les forces armées alliées ne respecteraient pas les interdictions qui font l’objet de ce protocole. »
Geneva Protocol,IDN,Party,,1971-01-14,1971-01-14,,
Geneva Protocol,IRN,Party,,1929-07-04,1929-07-04,,
Geneva Protocol,IRQ,Party,,1931-08-18,1931-08-18,Reservation,"L’Irak a adhéré le 7 avril 1931 sous réserve que « le gouvernement irakien ne sera lié par les dispositions du protocole que vis-à-vis des Etats qui l’ont à la fois signé et ratifié, ou qui y auront adhéré, et qu’il ne sera pas lié par le protocole vis-à-vis de tout Etat ennemi dont les forces armées ou dont les alliés ne respectent pas les dispositions du protocole. »

"
Geneva Protocol,IRL,Party,,1930-08-18,1930-08-18,Withdrew reservation,"Par communication du 10 février 1972, l'Irlande a retiré la réserve qu'elle avait formulée lors de son adhésion (notification par le gouvernement français en date du 25 mai 1972)."
Geneva Protocol,ISR,Party,,1969-02-10,1969-02-10,Reservation,"L’Etat d’Israël a adhéré le 22 janvier 1969 sous réserve que « ledit protocole n’engage l’Etat d’Israël que vis-à-vis des Etats qui l’ont signé et ratifié ou qui y ont adhéré. Ledit protocole cessera ipso facto d’être obligatoire pour l’Etat d’Israël vis-à-vis de tout Etat ennemi dont les forces armées ou les forces armées de ses alliés, ou les forces régulières et irrégulières, ou des groupes ou individus opérant à partir de son territoire, ne respecteraient pas les interdictions qui font l’objet de ce protocole. »

"
Geneva Protocol,ITA,Party,1925-06-17,1928-04-03,1928-04-03,,
Geneva Protocol,JAM,Party,,1970-07-28,1970-07-28,,
Geneva Protocol,JPN,Party,1925-06-17,1970-05-21,1970-05-21,,
Geneva Protocol,JOR,Party,,1977-01-20,1977-01-20,"Reservation,Understanding / Declaration","La Jordanie a adhéré le 10 octobre 1976 sous réserve que « l’adhésion du Royaume Hachémite de Jordanie au protocole sus désigné n’implique en aucune manière la reconnaissance d’Israël. L’adhésion du Royaume Hachémite de Jordanie au protocole sus désigné n’oblige pas celui-ci à conclure avec Israël l’un quelconque des arrangements indiqués dans le protocole. Le gouvernement Royaume Hachémite de Jordanie s’engage à respecter les obligations contenues dans le protocole à l’égard des Etats qui s’engagent pareillement. Le gouvernement du Royaume Hachémite de Jordanie ne s’engage pas à l’égard des Etats dont les forces armées, régulières ou irrégulières, ne respectent pas les dispositions du protocole sus désigné. »"
Geneva Protocol,KAZ,Party,,2020-04-20,2020-04-20,,
Geneva Protocol,KEN,Party,,1970-06-17,1970-06-17,,
Geneva Protocol,KIR,Non-party,,,,,
Geneva Protocol,XXK,Non-party,,,,,
Geneva Protocol,KWT,Party,,1971-12-15,1971-12-15,,
Geneva Protocol,KGZ,Party,,2020-06-29,2020-06-29,,
Geneva Protocol,LAO,Party,,1989-01-16,1989-01-16,,
Geneva Protocol,LVA,Party,1925-06-17,1931-06-03,1931-06-03,,
