Topic,Subtopic,Country,Status,Status justification
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,UKR,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GBR,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,URY,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ZWE,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ARG,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ARM,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,CAN,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials.

Note: Legislation on qualifications required for prescribing veterinary medical products exists on a provincial level. For example, see The Veterinarians Act (Ontario) at https://www.ontario.ca/laws/statute/90v03. "
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MCO,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,USA,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials.

Note: Legislation on qualifications required for prescribing veterinary medical products exists on a State level. For example, see the law on Veterinary Medicine, Surgery and Dentistry in Washington State Legislature at https://apps.leg.wa.gov/RCW/default.aspx?cite=18.92. "
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,HKG,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TWN,Qualifications are required to prescribe veterinary medical products including antimicrobials,"Legislation defines a qualification or a number of qualifications required to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ZAF,Qualifications are required to prescribe veterinary medical products including antimicrobials,"There is legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,AFG,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,COM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,COG,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,COK,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,CRI,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,CUB,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,COD,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,DJI,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,DOM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GNQ,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ERI,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GMB,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GIN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GNB,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,HTI,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,HND,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,KIR,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,LBN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,LSO,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,LBR,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,LBY,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MWI,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MDV,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MLI,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MHL,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,FSM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MOZ,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MMR,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,NRU,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,NER,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,NGA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,OMN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,PLW,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,PNG,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,QAT,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,RWA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,LCA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,VCT,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,WSM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,STP,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SAU,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SYC,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SLE,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SLB,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SOM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SSD,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,LKA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SDN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SUR,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SYR,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TJK,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,THA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TLS,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TGO,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TON,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TKM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TUV,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TZA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,UZB,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,VUT,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,VEN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,VNM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,YEM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ZMB,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,AND,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,AGO,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,BEN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,CHL,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ECU,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SLV,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SWZ,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GAB,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GEO,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,IDN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MDG,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MEX,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MNG,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,NAM,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,NIC,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,PER,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,MDA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SMR,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,TUN,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,GHA,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,PAK,Qualifications are not required to prescribe veterinary medical products including antimicrobials,"There is no legislation specifying the necessary qualifications to be able to legally prescribe veterinary medical products, including antimicrobials."
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ARE,Data not collected,We were unable to translate this country's animal health legislation in order to determine whether it has legislation on qualifications for prescribing antimicrobials for animal use.
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ARE,Data not collected,We were unable to translate this country's animal health legislation in order to determine whether it has legislation regulating the prescription and sale of antimicrobials for animal use.
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ARE,Data not collected,We were unable to translate this country's animal health legislation in order to determine whether it has legislation on the use of antibiotic growth promoters (AGPs).
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,ARE,Data not collected,We were unable to translate this country's animal health legislation in order to determine whether it has legislation on medicated feed.
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,IRN,Data not collected,We were unable to translate this country's animal health legislation in order to determine whether it has legislation establishing the competent veterinary authority in this country.
Antimicrobial resistance in agriculture,Qualifications for prescribing veterinary medical products,SYR,Data not collected,We were unable to translate this country's animal health legislation in order to determine whether it has legislation establishing the competent veterinary authority in this country.
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,ALB,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,DZA,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,ATG,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,ARG,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,AUS,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use.

Note: Legislation on prescription of antimicrobials for veterinary use exists at the state level in Australia. The AVPMA notes that state and territory governments regulate the use of veterinary antibiotic products after retail sale. State and territory legislation are currently being amended with the intent that similar laws will apply across Australia. See https://www1.health.gov.au/internet/main/publishing.nsf/Content/cda-pubs-cdi-2003-cdi27suppl-htm-cdi27supc.htm "
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,AUT,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,AZE,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BHR,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BGD,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BRB,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BLR,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BEL,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BLZ,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BTN,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BOL,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BIH,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BWA,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BRA,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BRN,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BGR,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
Antimicrobial resistance in agriculture,Prescription and sale of veterinary medical products,BFA,Prescription and sale of antimicrobials is regulated,"Legislation regulates the prescription and sale of veterinary medical products, including antimicrobials. This could include some, or all, antimicrobials for veterinary use."
